HR,Name,DM,HD,SAO,FK5,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Vmag,SpType,Parallax
1294,,CP-64  305,26491,248945,,4,7,21.6,-,64,13,21,6.38,G3V,0.038
1295,,BD+16  569,26546,93810,,4,12,31.4,+,17,16,39,6.09,K0III,
1296,,BD+57  785,26553,24495,2304,4,15,1.8,+,57,27,37,6.08,A4III,
1297,,BD+22  649,26571,76505,,4,12,51.2,+,22,24,49,6.12,B9IIIp:Si:,
1298,38Omi1Eri,BD-07  764,26574,131019,154,4,11,51.9,-,6,50,15,4.04,F2II-III,0.033
1299,,CD-35 1588,26575,194810,,4,10,45.8,-,35,16,26,6.44,K1+IIIaCH-1.5,
1300,,BD-20  801,26591,169206,2302,4,11,36.2,-,20,21,22,5.79,A2m,
1301,,BD+37  897,26605,57081,,4,13,59.6,+,37,58,1,6.45,G9III,
1302,Del Hor,CD-42 1400,26612,216682,,4,10,50.6,-,41,59,37,4.93,A9V,0.012
1303,51Mu  Per,BD+48 1063,26630,39404,1117,4,14,53.9,+,48,24,34,4.14,G0Ib,0.017
1304,,BD+82  113,26659,693,,4,30,0.1,+,83,20,26,5.46,G8III,0.015
1305,,BD+61  687,26670,13075,,4,16,53.6,+,61,51,1,5.7,B5Vn,
1306,52    Per,BD+40  912,26673,39409,2306,4,14,53.3,+,40,29,1,4.71,G5Ib+A2V,0.004
1307,,BD+09  549,26676,93821,,4,13,34.8,+,10,12,44,6.23,B8Vn,
1308,,BD+08  651,26677,111671,,4,13,31.3,+,8,53,26,6.51,A2m,
1309,46    Tau,BD+07  617,26690,111672,,4,13,33.1,+,7,42,58,5.29,F2V+F5V,0.03
1310,,BD+12  564,26703,93823,,4,13,49.9,+,12,45,12,6.25,K0,
1311,47    Tau,BD+08  652,26722,111674,,4,13,56.4,+,9,15,49,4.84,G5III+A7V?,0.029
1312,,BD-01  600,26739,131041,2305,4,13,38.2,-,1,8,59,6.44,B5IV,
1313,,BD+57  787,26755,24514,,4,17,8.2,+,57,51,38,5.71,K1III,
1314,,BD+53  750,26764,24512,2310,4,16,43.1,+,53,36,43,5.19,A2Vn,0.011
1315,,BD+09  550,26793,111680,,4,14,36.3,+,10,0,40,5.22,B9Vn,
1316,,CD-44 1450,26820,216694,,4,12,31.6,-,44,22,6,6.71,K3-4III,
1317,,BD+80  133,26836,691,2321,4,27,2.8,+,80,49,27,5.43,gG6,0.014
1318,39    Eri,BD-10  867,26846,149478,,4,14,23.7,-,10,15,23,4.87,K3III,0.015
1319,48    Tau,BD+15  603,26911,93836,,4,15,46.3,+,15,24,2,6.32,F5V,
1320,49Mu  Tau,BD+08  657,26912,111696,1118,4,15,32.1,+,8,53,32,4.29,B3IV,
1321,,BD+05  613,26913,111695,,4,15,25.8,+,6,11,59,6.93,G5IV,
1322,,BD+05  614,26923,111698,,4,15,29.2,+,6,11,12,6.31,G0IV,
1323,,CD-40 1286,26927,216705,2307,4,13,35.7,-,40,21,28,6.37,K3III,
1324,,BD+49 1150,26961,24531,,4,18,14.6,+,50,17,44,4.61,A2V,
1325,40Omi2Eri,BD-07  780,26965,131063,,4,15,16.3,-,7,39,10,4.43,K1-V,0.209
1326,Alp Hor,CD-42 1425,26967,216710,155,4,14,0.1,-,42,17,40,3.86,K1III,0.026
1327,,BD+64  433,27022,13098,2315,4,20,40.3,+,65,8,26,5.27,G5IIb,
1328,,BD+41  844,27026,39447,,4,18,8.2,+,42,8,28,6.22,B9V,
1329,50Ome2Tau,BD+20  724,27045,76532,,4,17,15.6,+,20,34,43,4.94,A3m,
1330,,BD+49 1155,27084,39457,,4,19,13.3,+,50,2,56,5.45,A7V,
1331,51    Tau,BD+21  618,27176,76541,2313,4,18,23.2,+,21,34,45,5.65,F0V,
1332,,BD-06  862,27179,131092,,4,17,19.2,-,6,28,19,5.94,gG8,
1333,,BD+50  973,27192,24544,2316,4,20,11.5,+,50,55,15,5.55,B1.5IV,
1334,,BD+09  558,27236,111729,,4,18,24.5,+,9,29,12,6.54,A4III,
1335,,BD+60  800,27245,13113,2317,4,21,47.6,+,60,44,8,5.39,M0III,
1336,Alp Ret,CP-62  332,27256,248969,156,4,14,25.5,-,62,28,26,3.35,G8II-III,0.013
1337,,BD+41  852,27278,39468,,4,20,14.4,+,41,48,29,5.92,K0III,
1338,Gam Dor,CD-51 1066,27290,233457,157,4,16,1.6,-,51,29,12,4.25,F4III,0.061
1339,53    Tau,BD+20  733,27295,76548,,4,19,26.1,+,21,8,32,5.35,B9IV,
1340,,CP-62  334,27304,248973,,4,14,48.7,-,62,11,31,5.45,K0III,0.006
1341,56    Tau,BD+21  623,27309,76551,,4,19,36.7,+,21,46,25,5.38,A0pSi,
1342,,BD+56  905,27322,24563,,4,21,51.8,+,56,30,24,5.88,A3V,
1343,54    Per,BD+34  860,27348,57171,158,4,20,24.6,+,34,34,0,4.93,G8III,
1344,,BD+31  757,27349,57166,,4,20,10,+,31,57,12,6.16,K5,
1345,,BD-21  831,27362,169317,,4,18,15.9,-,20,42,56,6,G8III,
1346,54Gam Tau,BD+15  612,27371,93868,159,4,19,47.6,+,15,37,39,3.65,K0-IIIabCN1,0.028
1347,41Ups4Eri,CD-34 1614,27376,194902,,4,17,53.7,-,33,47,54,3.56,B9V,
1348,52Phi Tau,BD+27  655,27382,76558,,4,20,21.3,+,27,21,3,4.95,K1III,
1349,,BD+09  562,27386,93866,,4,19,37.5,+,10,7,17,6.31,K0,
1350,53    Per,BD+46  872,27396,39483,2319,4,21,33.2,+,46,29,56,4.85,B4IV,
1351,57    Tau,BD+13  663,27397,93872,,4,19,57.7,+,14,2,7,5.59,F0IV,
1352,,BD+59  793,27402,24577,,4,22,57.9,+,59,36,59,6.19,A4V,
1353,,CD-23 1856,27411,169325,,4,18,37.4,-,22,58,13,6.07,Am,
1354,,BD+18  624,27429,93874,,4,20,25.1,+,18,44,33,6.12,F3:V,
1355,Eps Ret,CP-59  324,27442,233463,,4,16,28.9,-,59,18,7,4.44,K2IVa,0.067
1356,58    Tau,BD+14  682,27459,93876,,4,20,36.3,+,15,5,43,5.26,F0V,
1357,,CP-61  317,27463,248977,,4,16,21.1,-,60,56,55,6.37,ApEuCrSr:,0.015
1358,,BD+13  665,27483,93878,,4,20,52.8,+,13,51,51,6.17,F6V,
1359,,CD-34 1626,27490,194923,,4,19,3,-,33,54,18,6.37,A3V,0.007
1360,,BD+05  631,27497,111756,2320,4,20,41.2,+,6,7,51,5.77,G8III-IV,
1361,,BD+08  672,27505,111759,,4,20,49,+,9,13,32,6.53,A4V,
1362,,BD-06  875,27536,131129,,4,20,38.7,-,6,14,44,6.27,G8IV:,
1363,,BD-07  798,27563,131132,2322,4,20,42.8,-,7,35,33,5.85,B5III,
1364,,CD-44 1503,27588,216749,,4,19,16.6,-,44,16,5,5.34,K2III,0.005
1365,,CP-53  679,27604,233476,2318,4,18,40,-,52,51,36,6.09,F7IV-V,
1366,,BD-00  687,27611,131140,,4,21,27.1,-,0,5,53,5.86,K3III,0.008
1367,,BD-20  831,27616,169354,161,4,20,39,-,20,38,23,5.38,A2V,0.007
1368,60    Tau,BD+13  668,27628,93892,,4,22,3.5,+,14,4,38,5.72,A3m,
1369,59Chi Tau,BD+25  707,27638,76573,,4,22,34.9,+,25,37,45,5.37,B9V,
1370,,BD+20  744,27639,76571,,4,22,22.8,+,20,49,17,5.91,"M0IIIab+A,F",0.015
1371,,BD+42  946,27650,39501,,4,23,35.9,+,42,25,41,6.23,A1pSi,0.002
1372,The Ret,CP-63  316,27657,248986,,4,17,40.2,-,63,15,20,5.87,B9III-IV,
1373,61Del1Tau,BD+17  712,27697,93897,162,4,22,56.1,+,17,32,33,3.76,K0-IIICN0.5,0.021
1374,,CD-26 1642,27710,169368,,4,21,31.3,-,25,43,42,6.01,F0IV-V,0.057
1375,,BD+20  751,27742,76585,,4,23,32.4,+,20,58,56,5.99,B8IV-V,
1376,63    Tau,BD+16  586,27749,93900,,4,23,25,+,16,46,38,5.64,A1m,
1377,55    Per,BD+33  853,27777,57212,,4,24,29.2,+,34,7,50,5.73,B8V,
1378,62    Tau,BD+23  684,27778,76591,,4,23,59.8,+,24,18,4,6.36,B3V,
1379,56    Per,BD+33  854,27786,57216,,4,24,37.4,+,33,57,35,5.76,F4V,0.005
1380,64Del2Tau,BD+17  714,27819,93907,,4,24,5.8,+,17,26,38,4.8,A7V,0.017
1381,66    Tau,BD+09  570,27820,111791,,4,23,51.9,+,9,27,39,5.12,A3V,0.001
1382,,BD+57  800,27855,24615,2324,4,27,0.9,+,57,35,7,6.32,A0III,
1383,42Xi  Eri,BD-04  818,27861,131176,1120,4,23,40.8,-,3,44,44,5.17,A2V,0.013
1384,,CD-25 1862,27881,169391,2323,4,23,5.7,-,24,53,32,5.83,K5,
1385,,BD+18  633,27901,93918,,4,24,57.1,+,19,2,30,5.98,F4V,
1386,,CD-35 1687,27941,194971,,4,23,7.7,-,35,32,42,6.39,K1III,
1387,65Kap1Tau,BD+21  642,27934,76601,,4,25,22.1,+,22,17,38,4.22,A7IV-V,0.025
1388,67Kap2Tau,BD+21  643,27946,76602,,4,25,25,+,22,11,59,5.28,A7V,
1389,68Del3Tau,BD+17  719,27962,93923,,4,25,29.4,+,17,55,41,4.29,A2IV,0.019
1390,,BD+31  776,27971,57229,2325,4,26,6.3,+,31,26,20,5.28,K1III,
1391,70    Tau,BD+15  621,27991,93925,,4,25,37.3,+,15,56,27,6.46,F7V,0.038
1392,69Ups Tau,BD+22  696,28024,76608,2326,4,26,18.5,+,22,48,49,4.28,A8Vn,0.036
1393,43    Eri,CD-34 1664,28028,194984,1121,4,24,2.2,-,34,1,1,3.96,K4III,-0.008
1394,71    Tau,BD+15  625,28052,93932,,4,26,20.8,+,15,37,6,4.49,F0V,0.007
1395,Eta Ret,CP-63  324,28093,249009,163,4,21,53.3,-,63,23,11,5.24,G8III,0.016
1396,73Pi  Tau,BD+14  697,28100,93935,,4,26,36.4,+,14,42,49,4.69,G7IIIaFe-1,0.014
1397,,BD+08  687,28114,111817,2327,4,26,21.1,+,8,35,25,6.06,B6IV,
1398,,CD-35 1704,28143,194996,,4,24,56.4,-,34,45,28,6.55,F2III,
1399,72    Tau,BD+22  699,28149,76613,,4,27,17.5,+,22,59,47,5.53,B7V,
1400,,BD+01  753,28191,111827,,4,27,0.7,+,2,4,46,6.23,K1III,
1401,,BD+72  227,28204,5238,2333,4,33,30.7,+,72,31,43,5.94,A8m,
1402,,BD+10  577,28217,93943,,4,27,28.8,+,11,12,45,5.88,B8IV,0.003
1403,,BD+21  647,28226,76618,,4,28,0.8,+,21,37,12,5.72,Am,
1404,,CD-44 1546,28246,216790,,4,25,19.1,-,44,9,39,6.39,F6V,
1405,,CP-57  659,28255,233506,,4,24,12.2,-,57,4,17,6.29,G4V,0.042
1406,,BD+30  665,28271,57249,,4,28,51.9,+,30,21,41,6.4,F7V,0.016
1407,75    Tau,BD+16  605,28292,93950,,4,28,26.4,+,16,21,35,4.97,K2III,
1408,76    Tau,BD+14  702,28294,93948,,4,28,23.4,+,14,44,27,5.9,F0IV,
1409,74Eps Tau,BD+18  640,28305,93954,164,4,28,37,+,19,10,49,3.53,G9.5IIICN0.5,0.02
1410,,CD-24 2343,28312,169455,,4,26,57,-,24,4,53,6.11,A2,0.019
1411,77The1Tau,BD+15  631,28307,93955,,4,28,34.5,+,15,57,44,3.84,K0IIIbFe-0.5,0.038
1412,78The2Tau,BD+15  632,28319,93957,,4,28,39.7,+,15,52,15,3.4,A7III,0.029
1413,,BD+01  755,28322,111840,,4,28,3.6,+,1,51,31,6.15,G9III,
1414,79    Tau,BD+12  598,28355,93960,2330,4,28,50.2,+,13,2,51,5.03,A7V,
1415,,BD+01  757,28375,111845,1123,4,28,32.1,+,1,22,51,5.55,B3V,
1416,,CP-61  335,28413,249016,,4,25,5.3,-,61,14,18,5.94,K4-5III,
1417,1    Cam,BD+53  779,28446,24672,165,4,32,1.8,+,53,54,39,5.77,B0III,0.006
1418,,CD-47 1383,28454,216809,2329,4,27,6,-,46,56,51,6.1,F5-6V,0.032
1419,,BD+32  806,28459,57269,,4,30,38.3,+,32,27,29,6.21,B9.5Vn,
1420,,BD+10  583,28475,93968,,4,29,42.9,+,10,31,18,6.79,B5V,
1421,,BD-19  931,28479,149668,,4,28,39,-,19,27,30,5.96,K1III,
1422,80    Tau,BD+15  636,28485,93970,,4,30,8.6,+,15,38,17,5.58,F0V,0.031
1423,,BD-13  893,28497,149674,2332,4,29,6.9,-,13,2,54,5.6,B1Vne,
1424,,BD+39 1013,28503,57278,,4,31,24,+,40,0,37,6.26,B8V,
1425,,BD+09  590,28505,93971,,4,30,2.4,+,10,15,45,6.48,G8III,
1426,Del Men,CP-80  116,28525,258372,166,4,17,59.1,-,80,12,50,5.69,K2-3III+A,
1427,,BD+15  637,28527,93975,,4,30,33.7,+,16,11,38,4.78,A6IV,0.053
1428,81    Tau,BD+15  639,28546,93978,,4,30,38.9,+,15,41,31,5.48,A5m,
1429,,CD-42 1510,28552,216821,,4,28,9.4,-,41,57,36,6.44,M1III,
1430,83    Tau,BD+13  690,28556,93979,,4,30,37.3,+,13,43,28,5.4,F0V,
1431,,BD-13  896,28625,149682,,4,30,9.7,-,13,35,32,6.24,G5,
1432,85    Tau,BD+15  645,28677,93993,,4,31,51.8,+,15,51,6,6.02,F4V,
1433,,CD-46 1427,28700,216832,,4,29,20,-,46,30,55,6.16,K1III,
1434,57    Per,BD+42  990,28704,39604,1124,4,33,24.9,+,43,3,50,6.09,F0V,
1435,,CP-62  357,28732,249029,,4,27,45.9,-,62,31,15,5.75,K0III,
1436,,BD+05  674,28736,111879,,4,32,4.8,+,5,24,36,6.39,F5V,
1437,45    Eri,BD-00  713,28749,131270,,4,31,52.7,-,0,2,38,4.91,K3II-III,-0.009
1438,,BD-13  904,28763,149702,,4,31,25.9,-,13,38,42,6.21,A3V,
1439,,CD-35 1768,28776,195085,2334,4,30,40.3,-,35,39,13,5.96,K0II,
1440,,BD+63  515,28780,13196,2336,4,36,24.2,+,64,15,42,5.94,A1V,
1441,,BD-03  809,28843,131279,,4,32,37.4,-,3,12,33,5.81,B9III,
1442,,BD+17  750,28867,94002,,4,33,32.9,+,18,1,0,6.25,B9IVn,0.002
1443,Del Cae,CD-45 1567,28873,216850,167,4,30,50.1,-,44,57,14,5.07,B2IV-V,
1444,86Rho Tau,BD+14  720,28910,94007,1125,4,33,50.9,+,14,50,40,4.65,A8V,0.026
1445,,BD+28  666,28929,76654,,4,34,38,+,28,57,40,5.88,B9pHg,
1446,,BD+09  600,28930,111890,,4,33,48.1,+,9,24,47,6.01,G8III,
1447,,BD-11  900,28970,149725,,4,33,22,-,10,47,9,6.06,K0,
1448,,BD+05  679,28978,111896,2335,4,34,8.3,+,5,34,7,5.68,A2V s,
1449,46    Eri,BD-07  838,29009,131309,,4,33,54.8,-,6,44,20,5.72,B9pSi,
1450,,BD-07  841,29063,131317,,4,34,14.2,-,6,50,16,6.09,K2III,
1451,47    Eri,BD-08  887,29064,131315,2337,4,34,11.6,-,8,13,53,5.11,M3III,0.006
1452,,BD-09  930,29065,131316,,4,34,11.7,-,8,58,13,5.26,K4III,0.01
1453,50Ups1Eri,CD-30 1883,29085,169570,,4,33,30.6,-,29,46,0,4.51,K0IIICN-1,0.028
1454,58    Per,BD+40 1000,29094,39639,2338,4,36,41.4,+,41,15,53,4.25,K4III+A3V,0.016
1455,,BD+19  742,29104,94022,,4,35,42.7,+,19,52,54,6.36,G5II-III+A-F,
1456,Nu  Men,CP-81  115,29116,258378,,4,20,57.9,-,81,34,48,5.79,F0-2III,
1457,87Alp Tau,BD+16  629,29139,94027,168,4,35,55.2,+,16,30,33,0.85,K5+III,0.048
1458,88    Tau,BD+09  607,29140,94026,,4,35,39.3,+,10,9,39,4.25,A5m,0.036
1459,,BD+23  715,29169,76670,,4,36,29.2,+,23,20,27,6.02,F5IV,
1460,,BD-10  959,29173,131335,,4,35,14,-,9,44,12,6.37,A1m,
1461,,BD-20  880,29184,169584,,4,35,0.5,-,19,55,14,6.13,K3III,
1462,,BD-03  830,29227,131344,,4,36,1.6,-,3,36,43,6.33,B7III,
1463,48Nu  Eri,BD-03  834,29248,131346,169,4,36,19.1,-,3,21,9,3.93,B2III,
1464,52Ups2Eri,CD-30 1901,29291,195148,170,4,35,33,-,30,33,44,3.82,G8IIIa,-0.014
1465,Alp Dor,CP-55  663,29305,233564,171,4,33,59.8,-,55,2,42,3.27,A0IIISi,0.018
1466,2    Cam,BD+53  794,29316,24744,,4,39,58.1,+,53,28,23,5.35,A8V,0.019
1467,3    Cam,BD+52  865,29317,24743,,4,39,54.7,+,53,4,47,5.05,K0III,-0.008
1468,,BD+76  174,29329,5289,,4,46,0.3,+,76,36,40,6.49,F7V,0.015
1469,,BD+00  798,29335,111928,2339,4,37,13.7,+,0,59,54,5.31,B7V,
1470,,BD+26  731,29364,76682,,4,38,29.6,+,26,56,24,6.47,F2V:,0.021
1471,,BD+20  785,29365,76680,2341,4,38,15.8,+,20,41,5,5.92,B8V,
1472,89    Tau,BD+15  661,29375,94043,,4,38,9.4,+,16,2,0,5.79,F0V,
1473,90    Tau,BD+12  618,29388,94044,2342,4,38,9.5,+,12,30,39,4.27,A6V,0.024
1474,51    Eri,BD-02  963,29391,131358,,4,37,36.1,-,2,28,24,5.23,F0V,0.034
1475,,CP-63  342,29399,249054,,4,33,34,-,62,49,25,5.79,K1III,
1476,,CD-30 1911,29435,195163,,4,36,50.9,-,30,43,0,6.3,B9IV-V,
1477,,BD+24  674,29459,76689,2343,4,39,23.1,+,25,13,6,6.22,A5Vn,
1478,91Sig1Tau,BD+15  665,29479,94051,,4,39,9.2,+,15,47,59,5.07,A4m,0.021
1479,92Sig2Tau,BD+15  666,29488,94054,2345,4,39,16.5,+,15,55,5,4.69,A5Vn,0.02
1480,,BD+07  681,29499,111954,2344,4,39,6.2,+,7,52,15,5.39,A5m,
1481,53    Eri,BD-14  933,29503,149781,172,4,38,10.8,-,14,18,14,3.87,K2IIIb,0.044
1482,,BD+48 1128,29526,39688,2347,4,41,24.1,+,48,18,3,5.67,A0V,
1483,,BD-12  955,29573,149789,,4,38,53.6,-,12,7,23,5.01,A2IV,0.028
1484,93    Tau,BD+11  639,29589,94063,,4,40,3.4,+,12,11,52,5.46,B8IV,
1485,,CP-83   91,29598,258379,1658,4,22,50.9,-,82,53,57,6.76,A7IV-V,
1486,,BD+59  826,29606,24777,,4,43,18.1,+,59,31,15,6.5,A7IV,0.005
1487,,BD-14  936,29613,149797,,4,39,19.7,-,14,21,33,5.45,K1IVa,0.007
1488,,BD-01  689,29610,131392,,4,39,47.2,-,1,3,10,6.1,K0,
1489,,BD+37  954,29645,57377,2348,4,41,50.3,+,38,16,49,5.99,G0V,0.022
1490,,BD+28  680,29646,76707,1126,4,41,19.8,+,28,36,54,5.78,A2V,
1491,,BD+75  189,29678,5309,173,4,48,50.3,+,75,56,28,6.06,A9IV,0.021
1492,,CP-62  372,29712,249066,,4,36,45.6,-,62,4,39,5.4,M8eIII:,
1493,,BD+49 1230,29721,39702,1128,4,43,21.6,+,49,58,26,5.87,B9III,
1494,59    Per,BD+43 1043,29722,39699,2349,4,42,54.3,+,43,21,54,5.29,A1Vn,0.018
1495,,CD-24 2488,29737,169650,1127,4,40,6.8,-,24,28,57,5.58,G6III,
1496,54    Eri,BD-19  988,29755,149818,,4,40,26.5,-,19,40,18,4.32,M4III,0.008
1497,94Tau Tau,BD+22  739,29763,76721,174,4,42,14.7,+,22,57,25,4.28,B3V,0.017
1498,,CD-51 1207,29805,233605,,4,39,4.3,-,51,40,22,6.44,K2III,
1499,95    Tau,BD+23  733,29859,76727,,4,43,13.8,+,24,5,20,6.13,F7IV-V,
1500,,BD+40 1032,29866,39715,,4,44,12.9,+,40,47,13,6.08,B8IVne,
1501,,BD+32  827,29867,57393,,4,43,48.3,+,32,51,55,6.45,A8V,
1502,Alp Cae,CD-42 1587,29875,216926,1129,4,40,33.7,-,41,51,50,4.45,F2V,0.045
1503,Bet Cae,CD-37 1867,29992,195239,1130,4,42,3.5,-,37,8,40,5.05,F1V,0.058
1504,,CP-59  370,30003,233622,,4,40,18.3,-,58,56,37,6.53,G5V,0.064
1505,55    Eri,BD-09  969,30020,131442,,4,43,34.6,-,8,47,37,6.82,F4IIIpSr,0.008
1506,55    Eri,BD-09  970,30021,131443,,4,43,35.1,-,8,47,46,6.7,G8III,0.008
1507,,BD+10  621,30034,94095,,4,44,25.8,+,11,8,46,5.4,F0V,
1508,56    Eri,BD-08  929,30076,131451,1131,4,44,5.3,-,8,30,13,5.9,B2Ve,
1509,,CD-30 1968,30080,195250,,4,43,9.3,-,30,45,56,5.68,K2III,
1510,,BD+70  322,30085,5326,2358,4,50,36.4,+,70,56,30,6.37,A0IV,
1511,4    Cam,BD+56  973,30121,24829,175,4,48,0.3,+,56,45,26,5.3,A3m,0.013
1512,,BD+23  739,30122,76737,,4,45,42.5,+,23,37,41,6.35,B5III,
1513,,BD-18  906,30127,149856,2352,4,44,8,-,18,40,0,5.53,A3V,
1514,,BD+40 1045,30138,39746,,4,46,44.4,+,40,18,46,5.97,G9III,
1515,,BD+55  928,30144,24834,,4,48,7,+,55,36,9,6.26,F0,
1516,Lam Pic,CD-50 1471,30185,233638,2351,4,42,46.4,-,50,28,53,5.31,K0-1III,0
1517,,BD+18  719,30197,94112,,4,46,16.8,+,18,44,6,6.01,K4III,
1518,,CD-41 1549,30202,216961,,4,43,44.2,-,41,3,53,6.25,K3-4III,
1519,,BD+11  646,30210,94111,2353,4,46,1.7,+,11,42,20,5.37,A2m,0.005
1520,57Mu  Eri,BD-03  876,30211,131468,176,4,45,30.1,-,3,15,17,4.02,B5IV,
1521,,BD-21  966,30238,169727,,4,45,4.2,-,21,17,1,5.72,gK2,
1522,,BD-03  884,30321,131481,,4,46,24.1,-,2,57,16,6.33,A2V,
1523,,BD+80  155,30338,783,3948,5,0,20.7,+,81,11,38,5.07,K3III,0.02
1524,,CD-34 1859,30397,195275,,4,45,49.6,-,34,0,18,6.86,A0V,
1525,,CD-28 1735,30422,169752,1132,4,46,25.8,-,28,5,15,6.19,A3IV,
1526,,CD-39 1624,30432,195278,2355,4,45,55.4,-,39,21,24,6.05,K1III,
1527,,BD+63  543,30442,13291,2362,4,52,5.2,+,63,30,19,5.44,M3IIIab,0.001
1528,,BD+32  840,30453,57444,,4,49,19,+,32,35,18,5.86,A8m,
1529,,BD+31  816,30454,57441,2359,4,49,12.8,+,31,26,14,5.58,K2III,
1530,Kap Dor,CP-59  376,30478,233664,2354,4,44,21.1,-,59,43,58,5.27,A8-9III-IV,0.024
1531,,CP-77  181,30479,256116,2350,4,38,21.7,-,77,39,22,6.05,K2III,
1532,58    Eri,BD-17  954,30495,149888,,4,47,36.3,-,16,56,4,5.51,G2.5V,0.079
1533,,BD+37  969,30504,57447,1133,4,49,54.6,+,37,29,18,4.88,K3.5IIIBa0.2:,0.025
1534,,BD+03  681,30545,112098,,4,48,44.6,+,3,35,18,6.03,K1III,
1535,,BD+48 1162,30557,39799,2361,4,51,9.3,+,48,44,27,5.66,G9III,
1536,,BD-05 1044,30562,131504,,4,48,36.3,-,5,40,26,5.78,F8V,0.038
1537,96    Tau,BD+15  687,30605,94151,,4,49,44.1,+,15,54,15,6.08,gK3,
1538,59    Eri,BD-16  956,30606,149901,,4,48,32.5,-,16,19,46,5.77,F6V,
1539,Zet Cae,CD-30 2011,30608,195300,,4,47,49.6,-,30,1,13,6.37,K1IV,
1540,,CP-63  365,30610,249095,2356,4,44,57.9,-,63,13,47,6.46,K0-1III,
1541,Mu  Men,CP-71  282,30612,256122,177,4,43,3.9,-,70,55,52,5.54,B8II-IIISi:,
1542,9Alp Cam,BD+66  358,30614,13298,178,4,54,3,+,66,20,34,4.29,O9.5Ia,-0.002
1543,1Pi 3Ori,BD+06  762,30652,112106,1134,4,49,50.4,+,6,57,41,3.19,F6V,0.125
1544,2Pi 2Ori,BD+08  777,30739,112124,,4,50,36.7,+,8,54,1,4.36,A1Vn,0.036
1545,,BD-14  970,30743,149916,2363,4,49,42.2,-,13,46,11,6.26,F5V,
1546,,BD+52  891,30752,24894,,4,53,9.8,+,52,50,27,6.41,A2V,
1547,97    Tau,BD+18  743,30780,94164,1135,4,51,22.5,+,18,50,23,5.1,A7IV-V,0.022
1548,,CD-44 1720,30788,217004,2360,4,48,33.8,-,43,58,48,6.72,G8III,
1549,60    Eri,BD-16  964,30814,149924,,4,50,11.6,-,16,13,2,5.03,K0III,0.023
1550,,BD+42 1081,30823,39826,,4,52,47.8,+,42,35,12,5.71,A3III,
1551,2    Aur,BD+36  952,30834,57475,,4,52,38,+,36,42,11,4.78,K2.5IIIbBa0.4,
1552,3Pi 4Ori,BD+05  745,30836,112142,179,4,51,12.4,+,5,36,18,3.69,B2III+B2IV,0.001
1553,,BD+09  668,30870,112150,,4,51,43.4,+,9,58,30,6.11,B5V,
1554,,BD+27  701,30912,76802,2365,4,52,47.1,+,27,53,51,5.97,F2IV,
1555,5    Cam,BD+55  941,30958,24904,2367,4,55,3.1,+,55,15,33,5.52,B9.5V,
1556,4Omi1Ori,BD+14  777,30959,94176,1136,4,52,32,+,14,15,2,4.74,S3.5/1-,0.004
1557,,CD-41 1593,30985,217032,,4,50,16.2,-,41,19,15,6.07,F2-3V,
1558,,BD+43 1116,31069,39851,,4,54,51.3,+,44,3,39,6.08,A0V,
1559,,CD-35 1962,31093,195357,2364,4,51,28.2,-,34,54,23,5.86,A1Vn,
1560,61Ome Eri,BD-05 1068,31109,131568,2366,4,52,53.7,-,5,27,10,4.39,F4III+A6III,0.013
1561,,BD+52  898,31134,24919,,4,56,7.1,+,52,52,10,5.75,A2V s,
1562,5    Ori,BD+02  800,31139,112179,,4,53,22.8,+,2,30,29,5.33,M1III,0.01
1563,Iot Pic,CP-53  760,31203,233709,,4,50,55.2,-,53,27,41,5.61,F0IV,
1564,Iot Pic,CP-53  760,31204,233710,,4,50,56.3,-,53,27,35,6.42,F4V:,
1565,,BD+01  847,31209,112191,,4,53,55.8,+,1,34,10,6.61,A1Vn,
1566,,BD+19  811,31236,94199,,4,54,58.3,+,19,29,7,6.37,F3IV,
1567,8Pi 5Ori,BD+02  810,31237,112197,180,4,54,15.1,+,2,26,26,3.72,B3III+B0V,0.003
1568,7    Cam,BD+53  829,31278,24929,,4,57,17.2,+,53,45,8,4.47,A1V,0
1569,6    Ori,BD+11  675,31283,94197,2368,4,54,46.9,+,11,25,34,5.19,A3V,
1570,7Pi 1Ori,BD+09  683,31295,94201,,4,54,53.8,+,10,9,3,4.65,A0Vp,
1571,,BD+07  755,31296,112203,2369,4,54,47.8,+,7,46,45,5.33,gK1,
1572,,BD+74  229,31312,5385,,5,2,20.1,+,74,16,9,6.06,K5III,
1573,,BD+35  930,31327,57511,,4,56,19.9,+,36,10,8,6.07,B2Ib,
1574,,BD+00  893,31331,112206,,4,54,50.7,+,0,28,3,5.99,B5V,
1575,,BD+24  709,31362,76848,,4,56,15.6,+,24,35,32,6.37,F0,
1576,,BD+14  787,31373,94212,,4,55,50.3,+,15,2,24,5.81,B9V,
1577,3Iot Aur,BD+32  855,31398,57522,181,4,56,59.6,+,33,9,58,2.69,K3II,0.021
1578,,BD+05  769,31411,112220,,4,55,58.4,+,5,23,57,6.5,A0V,
1579,,BD-16  991,31414,149985,,4,55,6.8,-,16,44,26,5.7,gG9,
1580,9Omi2Ori,BD+13  740,31421,94218,,4,56,22.3,+,13,30,52,4.07,K2-IIIFe-1,0.019
1581,,BD-16  992,31444,149988,2370,4,55,18.6,-,16,25,4,5.72,gG4,
