HR,Name,DM,HD,SAO,FK5,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Vmag,SpType,Parallax
1002,32    Per,BD+42  750,20677,38750,2236,3,21,26.5,+,43,19,46,4.95,A3V,0.026
1003,16Tau4Eri,BD-22  584,20720,168460,,3,19,31,-,21,45,28,3.69,M3.5IIIaCa-1,-0.013
1004,,CD-24 1578,20729,168462,,3,19,34.8,-,24,7,23,5.61,M2III,
1005,61Tau1Ari,BD+20  543,20756,75886,1094,3,21,13.6,+,21,8,49,5.28,B5IV,
1006,Zet1Ret,CP-63  217,20766,248770,,3,17,46.2,-,62,34,31,5.54,G2.5VFe1Hdel 1,0.097
1007,97Kap2Cet,BD+03  461,20791,111142,,3,21,6.8,+,3,40,32,5.69,G8.5III,
1008,,CD-43 1028,20794,216263,119,3,19,55.7,-,43,4,11,4.27,G8V,0.156
1009,,BD+64  391,20797,12743,1096,3,24,40.5,+,64,35,10,5.23,M0II,0.009
1010,Zet2Ret,CP-62  265,20807,248774,,3,18,12.9,-,62,30,23,5.24,G1V,0.091
1011,,BD+48  899,20809,38768,,3,23,13.2,+,49,12,48,5.29,B5V,
1012,62    Ari,BD+27  500,20825,75892,,3,22,11.9,+,27,36,27,5.52,G5III,
1013,,CD-27 1183,20853,168475,,3,20,45.2,-,26,36,23,6.39,F7V,
1014,,CP-67  217,20888,248776,2235,3,17,59,-,66,55,37,6.05,A3V,
1015,63Tau2Ari,BD+20  551,20893,75899,,3,22,45.2,+,20,44,31,5.09,K3III,0.008
1016,,CD-24 1600,20894,168482,,3,21,24,-,23,38,7,5.52,G6.5IIbCN-1Hdel -1,
1017,33Alp Per,BD+49  917,20902,38787,120,3,24,19.4,+,49,51,40,1.79,F5Ib,0.016
1018,,CD-26 1257,20980,168493,2237,3,22,16.3,-,25,35,16,6.35,A0V,
1019,,BD+33  636,20995,56419,,3,24,29.7,+,33,32,9,5.61,A0V,
1020,,BD+53  657,21004,24024,,3,25,48.4,+,53,55,18,6.51,A9III-IV,
1021,,CD-48  930,21011,216278,,3,21,33.3,-,47,46,37,6.39,K0III,
1022,64    Ari,BD+24  481,21017,75912,2240,3,24,18.5,+,24,43,27,5.5,gK4,
1023,,BD+04  532,21018,111161,,3,23,39.1,+,4,52,55,6.38,G5III,
1024,,BD-08  643,21019,130457,,3,23,17.8,-,7,47,39,6.2,G2V,0.034
1025,Iot Hyi,CP-77  134,21024,255973,1095,3,15,57.6,-,77,23,18,5.52,F4III,
1026,,BD+40  736,21038,38809,,3,25,9.4,+,41,15,26,6.51,A0V,
1027,65    Ari,BD+20  556,21050,75915,,3,24,26.1,+,20,48,13,6.08,A1V,
1028,,BD+12  473,21051,93416,2241,3,24,10.1,+,12,37,46,6.04,K0III-IV,
1029,,BD+48  913,21071,38817,,3,25,57.4,+,49,7,15,6.09,B7V,
1030,1Omi Tau,BD+08  511,21120,111172,121,3,24,48.8,+,9,1,44,3.6,G6IIIFe-1,0.016
1031,,CD-33 1202,21149,194268,,3,23,44.6,-,32,42,26,6.5,K3III,
1032,,BD+71  201,21179,4917,,3,30,19.5,+,71,51,50,6.32,M2III,
1033,,BD+59  657,21203,12770,,3,28,23.6,+,60,15,20,6.49,B9V+A1,0.006
1034,,BD+48  920,21278,38849,,3,28,3.1,+,49,3,46,4.98,B5V,
1035,,BD+59  660,21291,24054,122,3,29,4.1,+,59,56,25,4.21,B9Ia,
1036,,BD+18  484,21335,93436,2242,3,27,3.2,+,18,45,23,6.57,A3Vnp,
1037,,BD+49  944,21362,38862,,3,28,52.4,+,49,50,54,5.58,B6Vn,
1038,2Xi  Tau,BD+09  439,21364,111195,123,3,27,10.2,+,9,43,58,3.74,B9Vn,-0.017
1039,,BD+12  477,21379,93439,,3,27,18.7,+,12,44,6,6.28,A0V s,
1040,,BD+58  607,21389,24061,,3,29,54.9,+,58,52,43,4.54,A0Ia,
1041,,BD+33  656,21402,56475,,3,28,20.8,+,33,48,27,5.61,A2V,
1042,Chi1For,CD-36 1290,21423,194289,,3,25,55.8,-,35,55,15,6.39,A1IV,
1043,,BD+58  608,21427,24062,,3,30,11.3,+,59,21,58,6.13,A2V,0.004
1044,34    Per,BD+49  945,21428,38872,,3,29,22.1,+,49,30,32,4.67,B3V,0.018
1045,,CD-27 1228,21430,168544,,3,26,22.5,-,27,19,3,5.93,G5III,
1046,,BD+54  684,21447,24064,,3,30,0.2,+,55,27,7,5.09,A1V,0.025
1047,,BD+46  760,21455,38874,,3,29,26.2,+,46,56,16,6.24,B7V,
1048,66    Ari,BD+22  495,21467,75945,,3,28,26.6,+,22,48,15,6.03,K0IV,
1049,,CD-42 1115,21473,216316,,3,26,11.7,-,41,38,13,6.32,A0V,
1050,,BD-11  667,21530,148972,,3,28,1,-,11,17,12,5.73,K2III,
1051,,BD+47  844,21551,38893,,3,30,37,+,48,6,13,5.82,B8V,
1052,35Sig Per,BD+47  843,21552,38890,124,3,30,34.5,+,47,59,43,4.36,K3III,0.004
1053,,CP-70  230,21563,248797,,3,24,2.5,-,69,37,29,6.15,G0-5+A3-5V,
1054,Chi2For,CD-36 1306,21574,194312,2244,3,27,33.4,-,35,40,53,5.71,K2III,
1055,,BD+72  178,21610,4936,2251,3,35,12.4,+,73,20,49,6.57,A0Vn,
1056,,BD+48  938,21620,38906,,3,31,29.4,+,49,12,35,6.29,A0Vn,
1057,NOVA 1901,,,,,,,,,,,,,,
1058,Chi3For,CD-36 1310,21635,194318,,3,28,11.5,-,35,51,12,6.5,A1V,
1059,,BD+48  942,21661,38912,,3,31,49.1,+,49,24,3,6.39,B9III,
1060,,BD-07  606,21665,130520,,3,29,39.1,-,6,48,18,5.99,G5,
1061,4    Tau,BD+10  452,21686,93463,,3,30,24.5,+,11,20,11,5.14,A0Vn,0.002
1062,,BD-13  662,21688,148985,2246,3,29,36,-,12,40,29,5.59,A5IV,
1063,,BD+47  847,21699,38917,,3,32,8.6,+,48,1,25,5.47,B8IIIpMn,
1064,,CP-69  192,21722,248804,2243,3,25,36.2,-,69,20,11,5.96,F3-5IV,
1065,,BD+27  515,21743,75970,,3,31,20.8,+,27,34,19,5.96,A2V,0.009
1066,5    Tau,BD+12  486,21754,93469,125,3,30,52.4,+,12,56,12,4.11,K0II-IIIFe-0.5,-0.012
1067,,BD+05  502,21755,111230,2247,3,30,45.4,+,6,11,19,5.94,G8III,
1068,,BD+58  619,21769,24093,,3,33,32.1,+,58,45,54,6.4,A4III,0.009
1069,36    Per,BD+45  778,21770,38924,2249,3,32,26.3,+,46,3,25,5.31,F4III,0.031
1070,17    Eri,BD-05  674,21790,130528,1097,3,30,37.1,-,5,4,31,4.73,B9V s,
1071,,BD+57  730,21794,24098,2252,3,33,41.2,+,57,52,8,6.37,F7V,
1072,,BD+44  734,21803,38927,,3,32,39.1,+,44,51,20,6.41,B2IV,
1073,,BD+54  693,21819,24099,,3,33,39,+,54,58,29,5.98,A3V,
1074,,BD+34  674,21856,56531,1098,3,32,40,+,35,27,42,5.9,B1V,
1075,,CD-43 1085,21882,216347,,3,29,55,-,42,38,3,5.78,A5V,
1076,,CD-41 1029,21899,216350,2248,3,30,13.6,-,41,22,12,6.12,F7V,
1077,,BD+59  675,21903,24111,,3,35,0.8,+,60,2,28,6.46,F3V,0.021
1078,,BD+39  811,21912,56538,2254,3,33,35.1,+,39,53,58,5.81,A5m,
1079,6    Tau,BD+08  528,21933,111246,,3,32,36,+,9,22,25,5.77,B9IV,
1080,,BD+75  143,21970,4953,,3,39,24.8,+,75,44,23,6.27,G9III-IV,
1081,,CD-47 1071,21981,216357,2250,3,30,37,-,47,22,31,5.99,A1V,
1082,,CD-26 1333,21997,168612,,3,31,53.9,-,25,36,51,6.38,A3V,
1083,Kap Ret,CP-63  234,22001,248819,126,3,29,22.7,-,62,56,15,4.72,F5IV-V,0.06
1084,18Eps Eri,BD-09  697,22049,130564,127,3,32,55.8,-,9,27,30,3.73,K2V,0.303
1085,,BD+17  575,22072,93494,,3,34,8.3,+,17,49,58,6.17,K1IVFe-1,0.022
1086,7    Tau,BD+23  473,22091,75999,,3,34,26.6,+,24,27,52,5.92,A3V+A3V,0.006
1087,37Psi Per,BD+47  857,22192,38980,,3,36,29.4,+,48,11,34,4.23,B5Ve,
1088,19Tau5Eri,BD-22  628,22203,168634,1099,3,33,47.3,-,21,37,58,4.27,B8V+B8V,
1089,,BD+05  511,22211,111273,,3,34,49.2,+,6,25,4,6.49,G0,
1090,,CD-50 1071,22231,233152,128,3,32,34.8,-,50,22,43,5.68,K2III,
1091,,BD-10  704,22243,149047,,3,34,37.4,-,9,52,7,6.25,A2V,
1092,,CP-66  195,22252,248825,,3,30,51.6,-,66,29,23,5.83,B8V,
1093,,CD-31 1450,22262,194375,,3,33,56.8,-,31,4,49,6.2,F5V,0.024
1094,,BD+56  826,22316,24133,,3,38,19.7,+,56,55,58,6.3,B9p,
1095,,CD-32 1358,22322,194379,,3,34,33.5,-,31,52,29,6.4,K3III,
1096,,CP-61  267,22382,248834,2256,3,32,51.6,-,61,1,1,6.41,K0III,
1097,,BD+42  795,22402,38999,,3,38,0.2,+,42,34,59,6.42,B8Vn,
1098,,BD-11  696,22409,149057,,3,35,57.7,-,11,11,37,5.57,gG7,
1099,,BD+00  616,22468,111291,,3,36,47.3,+,0,35,16,5.71,G9V,0.032
1100,20    Eri,BD-17  699,22470,149063,1100,3,36,17.4,-,17,28,1,5.23,B9.5p,0.014
1101,10    Tau,BD-00  572,22484,111292,1101,3,36,52.4,+,0,24,6,4.28,F9IV-V,0.054
1102,,BD+14  586,22522,93524,,3,37,47.8,+,15,25,51,6.39,A5IV,
1103,,BD+20  602,22615,76045,,3,39,0.1,+,20,54,57,6.5,"Am,A5-F0",
1104,,CP-66  199,22634,248842,,3,34,24.7,-,65,45,52,6.75,A3V,
1105,,BD+62  597,22649,12874,129,3,42,9.3,+,63,13,0,5.1,S3.5/2,0.002
1106,,CD-40 1008,22663,216405,130,3,37,5.7,-,40,16,29,4.58,K1III,0.011
1107,,BD+86   51,22701,623,3947,4,10,1.5,+,86,37,34,5.86,F5IV,0.022
1108,,BD-07  647,22675,130628,,3,38,29.2,-,7,23,30,5.85,gG5,
1109,,CP-78  101,22676,255998,,3,29,58.8,-,78,21,7,5.7,G8III,
1110,,BD+16  484,22695,93536,2257,3,39,25.7,+,16,32,12,6.16,K0III,
1111,21    Eri,BD-06  713,22713,130634,,3,39,1.1,-,5,37,34,5.96,K1V,0.028
1112,,BD+59  699,22764,24169,,3,42,42.7,+,59,58,10,5.76,K3IIb,
1113,,BD+37  811,22780,56628,,3,41,7.9,+,37,34,48,5.57,B7Vne,
1114,Tau For,CD-28 1225,22789,168701,1102,3,38,47.7,-,27,56,35,6.01,A0V,
1115,12    Tau,BD+02  581,22796,111334,2258,3,39,51.1,+,3,3,25,5.57,gG6,
1116,,BD-03  591,22798,130639,,3,39,38.3,-,3,23,35,6.23,G5,
1117,,BD-10  717,22799,149082,,3,39,25.4,-,10,26,14,6.19,G5,
1118,11    Tau,BD+24  529,22805,76073,1103,3,40,46.3,+,25,19,46,6.11,A2IV,
1119,,BD-01  519,22819,130645,,3,39,59.5,-,1,7,14,6.12,K1III-IV,
1120,,BD-15  634,22905,149094,2259,3,40,11.4,-,15,13,36,6.33,G5,
1121,22    Eri,BD-05  715,22920,130652,2260,3,40,38.3,-,5,12,38,5.53,B9IIIpSi4200,
1122,39Del Per,BD+47  876,22928,39053,131,3,42,55.5,+,47,47,15,3.01,B5IIIe,0.016
1123,40    Per,BD+33  698,22951,56646,,3,42,22.5,+,33,57,54,4.97,B0.5V,
1124,,BD+66  284,23005,12890,2267,3,46,0.9,+,67,12,6,5.8,F0IV,0.004
1125,,BD-12  689,23010,149107,,3,41,13.8,-,11,48,11,6.49,F5II,
1126,13    Tau,BD+19  578,23016,93557,2263,3,42,18.9,+,19,42,1,5.69,B9Vne,
1127,,BD+48  984,23049,39063,,3,44,6.4,+,48,31,25,6.06,K4III,
1128,,BD-20  687,23055,149114,,3,41,22.4,-,19,35,5,6.59,A3V,
1129,,BD+62  604,23089,12891,,3,46,2.3,+,63,20,42,4.8,G0III+A3V,0
1130,,BD+45  804,23139,39071,2266,3,44,40.9,+,46,5,59,6.11,A7IV,
1131,38Omi Per,BD+31  642,23180,56673,,3,44,19.1,+,32,17,18,3.83,B1III,0.023
1132,14    Tau,BD+19  582,23183,93568,,3,43,47.2,+,19,39,54,6.14,G8III,
1133,,BD+36  742,23193,56675,2268,3,44,31.4,+,36,27,36,5.59,A2m,
1134,Del For,CD-32 1430,23227,194467,133,3,42,14.9,-,31,56,18,5,B5IV,
1135,41Nu  Per,BD+42  815,23230,39078,134,3,45,11.6,+,42,34,43,3.77,F5II,0.02
1136,23Del Eri,BD-10  728,23249,130686,135,3,43,14.9,-,9,45,48,3.54,K0+IV,0.109
1137,,BD+20  621,23258,76121,,3,44,28.1,+,20,55,43,6.1,A0V,
1138,,BD+70  257,23277,5000,,3,49,13.8,+,70,52,16,5.44,A2m,0.017
1139,,BD-10  729,23281,149132,,3,43,33.8,-,10,29,8,5.6,A5m,
1140,16    Tau,BD+23  505,23288,76126,,3,44,48.2,+,24,17,22,5.46,B7IV,0.012
1141,,BD+45  811,23300,39085,,3,45,59.3,+,45,40,55,5.66,B6V,
1142,17    Tau,BD+23  507,23302,76131,136,3,44,52.5,+,24,6,48,3.7,B6III,0.02
1143,,CD-37 1415,23319,194475,2265,3,42,50.1,-,37,18,49,4.59,K2.5III,0.028
1144,18    Tau,BD+24  546,23324,76137,,3,45,9.7,+,24,50,21,5.64,B8V,
1145,19    Tau,BD+24  547,23338,76140,,3,45,12.5,+,24,28,2,4.3,B6IV,
1146,24    Eri,BD-01  526,23363,130698,137,3,44,30.5,-,1,9,47,5.25,B7V,
1147,,BD+55  824,23383,24215,,3,47,32.2,+,55,55,21,6.1,B9Vnn,
1148,Gam Cam,BD+70  259,23401,5006,138,3,50,21.5,+,71,19,56,4.63,A2IVn,0.012
1149,20    Tau,BD+23  516,23408,76155,,3,45,49.6,+,24,22,4,3.87,B8III,
1150,25    Eri,BD-00  593,23413,130704,,3,44,56.5,-,0,17,48,5.55,K4III,
1151,21    Tau,BD+24  553,23432,76159,,3,45,54.4,+,24,33,17,5.76,B8V,
1152,22    Tau,BD+24  556,23441,76164,,3,46,2.9,+,24,31,41,6.43,A0Vn,
1153,29    Tau,BD+05  539,23466,111400,1104,3,45,40.4,+,6,3,0,5.35,B3V,
1154,,CP-78  105,23474,256005,2261,3,36,30,-,78,19,23,6.29,K2III,
1155,,BD+65  369,23475,12916,,3,49,31.2,+,65,31,34,4.47,M2+IIab,0.014
1156,23    Tau,BD+23  522,23480,76172,,3,46,19.6,+,23,56,54,4.18,B6IVe,
1157,,CD-41 1119,23508,216459,,3,44,6.2,-,40,39,37,6.45,K1III,
1158,,BD+62  612,23523,12917,,3,49,36.7,+,63,17,50,5.85,A5Vn,
1159,,BD+06  583,23526,111407,,3,46,9.5,+,6,48,11,5.91,G9III,
1160,,BD+50  825,23552,24231,,3,48,18.3,+,50,44,12,6.14,B8Vne,
1161,,BD+56  846,23594,24244,,3,49,19.6,+,57,7,5,6.46,A0Vn,
1162,26Pi  Eri,BD-12  707,23614,149158,,3,46,8.5,-,12,6,6,4.42,M2III,0
1163,,BD+33  717,23625,56709,,3,47,52.6,+,33,36,0,6.57,B2.5V,0.005
1164,,BD+31  650,23626,56707,,3,47,48.9,+,32,11,42,6.25,G0,
1165,25Eta Tau,BD+23  541,23630,76199,139,3,47,29.1,+,24,6,18,2.87,B7IIIe,0.008
1166,,BD+68  286,23662,12929,,3,51,41.8,+,68,30,27,6.32,B9IVp,
1167,,CD-48 1069,23670,216469,,3,44,50.6,-,48,3,41,6.49,G8-K0III,
1168,,CP-54  589,23697,233252,,3,44,33.8,-,54,16,26,6.3,K1III,
1169,,CD-47 1147,23719,216470,,3,45,15.8,-,47,21,35,5.73,K1III,
1170,,BD+43  818,23728,39128,,3,49,8.2,+,43,57,47,6.02,A9IV,
1171,Sig For,CD-29 1413,23738,168820,,3,46,27.4,-,29,20,17,5.9,A3V,
1172,,BD+22  563,23753,76215,,3,48,20.9,+,23,25,16,5.45,B8V,
1173,27Tau6Eri,CD-23 1565,23754,168827,140,3,46,50.9,-,23,14,59,4.23,F3III,0.059
1174,30    Tau,BD+10  486,23793,93611,,3,48,16.3,+,11,8,36,5.07,B3V+F5V,0.011
1175,Bet Ret,CP-65  263,23817,248877,141,3,44,12,-,64,48,25,3.85,K2+III,0.042
1176,,BD+44  801,23838,39134,,3,50,4.5,+,44,58,4,5.66,G2III+F2:V,
1177,42    Per,BD+32  667,23848,56727,,3,49,32.6,+,33,5,29,5.11,A3V,-0.003
1178,27    Tau,BD+23  557,23850,76228,142,3,49,9.7,+,24,3,12,3.63,B8III,-0.026
1179,,CD-30 1494,23856,194531,,3,47,20.1,-,29,54,7,6.55,F8V,
1180,28    Tau,BD+23  558,23862,76229,,3,49,11.2,+,24,8,12,5.09,B8Vpe,-0.012
1181,28Tau7Eri,CD-24 1877,23878,168836,,3,47,39.6,-,23,52,29,5.24,A2,0.014
1182,,BD-00  602,23887,111433,2273,3,48,38.9,+,0,13,40,5.91,K3III,
1183,,BD+23  563,23923,76244,,3,49,43.5,+,23,42,42,6.17,B8V,
1184,Rho For,CD-30 1497,23940,194535,2272,3,47,56,-,30,10,4,5.54,G6III,0.008
1185,,BD+21  535,23950,76250,,3,49,55,+,22,14,40,6.07,B8III,
1186,,CD-36 1453,23958,194537,,3,47,49.6,-,36,6,21,6.21,B8V,
1187,,BD-21  703,23978,168851,,3,48,35.8,-,20,54,11,5.81,K5III,
1188,,BD+25  624,23985,76256,,3,50,18.9,+,25,34,46,5.26,A2V+A5V,0.018
1189,,CD-38 1297,24071,194550,,3,48,35.4,-,37,37,20,5.4,A1V,0.024
1190,,CD-38 1297,24072,194551,,3,48,35.9,-,37,37,14,4.73,B9V,0.024
1191,,BD+33  728,24131,56761,,3,51,53.7,+,34,21,33,5.77,B1V,
1192,,BD+57  752,24141,24276,1105,3,53,43.3,+,57,58,30,5.8,A5m,
1193,,BD+21  539,24154,76275,,3,51,36.6,+,22,1,54,6.83,K0III,
1194,,BD+12  516,24155,93637,,3,51,15.8,+,13,2,45,6.3,B9pSi,
1195,,CD-36 1467,24160,194559,143,3,49,27.3,-,36,12,1,4.17,G9II-III,0.025
1196,,BD+71  222,24164,5040,2277,3,56,30.2,+,71,49,18,6.34,A5m,
1197,,BD+30  582,24167,56762,,3,52,4.3,+,31,10,6,6.25,A5V,
1198,,BD+48 1015,24240,39175,,3,53,38.7,+,48,39,2,5.76,K0III,0.02
1199,31    Tau,BD+06  594,24263,111469,2275,3,52,0.2,+,6,32,5,5.67,B5V,
1200,,CD-36 1476,24305,194570,,3,50,37.6,-,36,25,31,6.86,B9.5V,
1201,,BD+16  523,24357,93650,1106,3,53,10,+,17,19,37,5.97,F4V,0.03
1202,30    Eri,BD-05  769,24388,130789,,3,52,41.6,-,5,21,41,5.48,B8V,0.018
1203,44Zet Per,BD+31  666,24398,56799,144,3,54,7.9,+,31,53,1,2.85,B1Ib,0.01
1204,,BD+62  628,24479,12969,2281,3,57,25.5,+,63,4,20,5.03,B9.5V,
1205,,BD+60  768,24480,12968,,3,57,8.3,+,61,6,32,5,K3I-II+A3V:,0.015
1206,,BD-18  691,24497,149229,2276,3,53,13,-,18,26,4,6.22,gK+F,
1207,,BD+47  912,24504,39195,2279,3,55,58.2,+,47,52,17,5.37,B6V,
1208,Gam Hyi,CP-74  276,24512,256029,146,3,47,14.3,-,74,14,20,3.24,M2III,0.005
1209,,BD+30  591,24534,56815,,3,55,23,+,31,2,45,6.1,O9.5ep,-0.002
1210,43    Per,BD+50  860,24546,24314,,3,56,36.5,+,50,41,43,5.28,F5IV,0.036
1211,32    Eri,BD-03  631,24554,130805,,3,54,17.4,-,2,57,10,6.14,A2V,0.004
1212,32    Eri,BD-03  631,24555,130806,,3,54,17.5,-,2,57,17,4.79,G8III,0.004
1213,33Tau8Eri,CD-24 1945,24587,168925,,3,53,42.6,-,24,36,45,4.65,B6V,
1214,,CD-35 1455,24626,194608,2278,3,53,38.9,-,34,43,56,5.11,B6V,
1215,,BD+34  768,24640,56824,,3,56,28.7,+,35,4,52,5.49,B1.5V,
1216,,CD-47 1187,24706,216540,1108,3,53,33.3,-,46,53,37,5.93,K2III,
1217,,BD-12  752,24712,149251,,3,55,16.3,-,12,5,57,6,A5pSrCrEu,
1218,32    Tau,BD+22  605,24740,76339,2283,3,56,52.1,+,22,28,41,5.63,F2IV,0.03
1219,,CD-40 1128,24744,216546,2280,3,54,23.2,-,40,21,26,5.71,K0III+A3V,
1220,45Eps Per,BD+39  895,24760,56840,147,3,57,51.2,+,40,0,37,2.89,B0.5V+A2V,0.009
1221,33    Tau,BD+22  607,24769,76343,,3,57,3.8,+,23,10,32,6.06,B9.5IV,
1222,,BD+24  599,24802,76350,,3,57,26.4,+,24,27,43,6.16,K0,
1223,,BD+34  773,24809,56847,,3,58,3.1,+,34,48,52,6.53,A8V,
1224,,BD+05  564,24817,111516,,3,57,1.7,+,6,2,24,6.09,A2Vn,
1225,,BD-10  793,24832,130833,2284,3,56,37.9,-,9,45,3,6.19,F1V,
1226,,BD+38  827,24843,56849,,3,58,29.1,+,38,50,25,6.3,gK1,
1227,,CP-53  628,24863,233321,2282,3,54,34,-,52,41,26,6.46,A4V,
1228,46Xi  Per,BD+35  775,24912,56856,148,3,58,57.9,+,35,47,28,4.04,O7.5III(n)((f)),-0.004
1229,,BD+38  829,24982,56866,,3,59,40,+,38,49,14,6.38,A1Vp:,0.005
1230,,BD+80  125,25007,650,,4,10,2.8,+,80,41,55,5.1,G8III+A6V,0.005
1231,34Gam Eri,BD-13  781,25025,149283,149,3,58,1.8,-,13,30,31,2.95,M0.5IIICa-1Cr-1,0.01
1232,,BD-05  789,25069,130860,,3,58,52.3,-,5,28,12,5.83,G9V,
1233,,BD+09  524,25102,93710,,3,59,40.7,+,10,19,51,6.37,F5V,
1234,,BD+36  805,25152,56899,,4,1,14.7,+,36,59,24,6.41,A0V,
1235,,BD-12  766,25165,149299,,3,59,30.1,-,12,34,27,5.6,K5III,
1236,,CP-63  275,25170,248912,,3,56,4,-,63,27,49,6.14,K1-2III,
1237,,BD+16  544,25175,93716,,4,0,36.9,+,17,17,48,6.32,A0V,
1238,,BD+17  666,25202,93721,2288,4,0,48.8,+,18,11,38,5.89,F4V,
1239,35Lam Tau,BD+12  539,25204,93719,150,4,0,40.8,+,12,29,25,3.47,B3V+A4IV,0.002
1240,36Tau9Eri,CD-24 2022,25267,169017,2287,3,59,55.5,-,24,0,59,4.66,B6V+B9.5V,0.015
1241,,BD+68  303,25274,13006,2291,4,6,3.1,+,68,40,48,5.87,K2III,
1242,,BD+58  690,25291,24384,2290,4,4,27.2,+,59,9,20,5.06,F0II,
1243,,BD+09  528,25330,111566,,4,1,46.1,+,9,59,52,5.67,B5V,
1244,35    Eri,BD-01  572,25340,130878,1111,4,1,32,-,1,32,59,5.28,B5V,
1245,,CP-57  606,25346,233347,1109,3,58,42.9,-,57,6,9,6.05,F2IV,
1246,,CD-30 1597,25371,194689,2289,4,0,40.7,-,30,29,27,5.93,A2V,
1247,Del Ret,CP-61  290,25422,248918,1110,3,58,44.7,-,61,24,1,4.56,M2IIIab,-0.001
1248,,BD+65  391,25425,13015,,4,6,39,+,65,31,15,6.17,A3m,
1249,,BD-00  632,25457,130893,,4,2,36.7,-,0,16,8,5.38,F5V,0.057
1250,,CD-51  975,25470,233354,,4,0,15.7,-,51,33,53,6.51,M1III,
1251,38Nu  Tau,BD+05  581,25490,111579,151,4,3,9.4,+,5,59,21,3.91,A1V,0.03
1252,36    Tau,BD+23  609,25555,76425,,4,4,21.7,+,24,6,21,5.47,G0III+A4V,0.014
1253,40    Tau,BD+05  584,25558,111585,,4,3,44.6,+,5,26,8,5.33,B3V,
1254,,BD+07  592,25570,111586,,4,3,56.6,+,8,11,50,5.46,F2V,0.03
1255,,BD+53  732,25602,24411,,4,6,36.6,+,54,0,31,6.31,K0III-IV,
1256,37    Tau,BD+21  585,25604,76430,1112,4,4,41.7,+,22,4,55,4.36,K0+III-IIIaFe-0.2,0.013
1257,,BD+02  645,25621,111590,2292,4,4,9.9,+,2,49,37,5.36,F6IV,0.02
1258,,BD-20  769,25631,169071,,4,3,24.7,-,20,8,39,6.46,B2.5V,
1259,,BD-20  770,25661,169078,,4,3,36.8,-,20,9,30,7.01,K2II,
1260,,BD+61  676,25638,13031,,4,7,51.1,+,62,19,48,6.99,B0III,
1261,47Lam Per,BD+49 1101,25642,24412,1113,4,6,35,+,50,21,5,4.29,A0IVn,
1262,39    Tau,BD+21  587,25680,76438,,4,5,20.2,+,22,0,32,5.9,G5V,0.063
1263,,BD-16  770,25700,149345,2293,4,4,8.7,-,16,35,20,6.39,K2,
1264,Gam Ret,CP-62  312,25705,248925,,4,0,53.8,-,62,9,34,4.51,M4III,
1265,,BD-13  806,25723,149351,,4,4,22.7,-,12,47,33,5.61,gK0,
1266,Iot Ret,CP-61  293,25728,248927,,4,1,18.2,-,61,4,44,4.97,K4III,0.014
1267,,BD-20  774,25803,169095,,4,4,41,-,20,22,54,6.13,K0,
1268,41    Tau,BD+27  633,25823,76455,,4,6,36.4,+,27,36,0,5.2,B9pSi,
1269,42Psi Tau,BD+28  619,25867,76461,2295,4,7,0.5,+,29,0,5,5.23,F1V,
1270,,BD+59  759,25877,24436,,4,9,27.6,+,59,54,29,6.28,G8IIa,
1271,,CP-85   44,25887,258356,,3,42,32.1,-,85,15,44,6.41,B9.5IV,0.008
1272,,BD-09  811,25910,130948,2294,4,5,56.5,-,8,51,22,6.26,A3V,
1273,48    Per,BD+47  939,25940,39336,152,4,8,39.7,+,47,42,45,4.04,B3Ve,0.02
1274,,BD-20  780,25944,169111,,4,5,46.7,-,20,30,44,6.34,G5,
1275,,CD-27 1540,25945,169110,153,4,5,37.4,-,27,39,6,5.59,F1IV,0.045
1276,,BD+54  740,25948,24440,,4,9,22.4,+,54,49,44,6.18,F5V,
1277,49    Per,BD+37  881,25975,57000,,4,8,15.3,+,37,43,40,6.09,K1III,0.02
1278,50    Per,BD+37  882,25998,57006,2297,4,8,36.6,+,38,2,23,5.51,F7V,0.049
1279,,BD+14  657,26015,93775,,4,7,42,+,15,9,46,6.01,F3V,0.007
1280,,BD+16  560,26038,93777,,4,7,59.4,+,17,20,23,5.89,K5IIIb,0.006
1281,,BD+71  239,26076,5125,,4,13,44.9,+,72,7,35,6.03,K1III,
1282,,BD+68  310,26101,13061,,4,12,51.6,+,68,30,6,6.32,K0,
1283,43Ome1Tau,BD+19  672,26162,93785,1115,4,9,10,+,19,36,33,5.5,K2III,0.023
1284,,BD+13  648,26171,93784,2298,4,9,1.6,+,13,23,54,5.95,B9.5V,
1285,,CD-43 1304,26262,216655,,4,7,25.1,-,42,55,1,6.59,K0III,
1286,,BD+33  807,26311,57047,2300,4,10,59,+,33,35,12,5.72,K1II-III,
1287,44    Tau,BD+26  686,26322,76485,1116,4,10,49.9,+,26,28,51,5.41,F2IV-V,
1288,,BD-16  796,26326,149412,,4,9,17.8,-,16,23,9,5.37,B4V,
1289,,BD+83  104,26356,685,,4,28,13,+,83,48,28,5.57,B5V,0.003
1290,37    Eri,BD-07  758,26409,131001,,4,10,22.5,-,6,55,26,5.44,G8III,
1291,,CD-46 1314,26413,216667,2299,4,8,33.9,-,45,51,53,6.59,F2V,
1292,45    Tau,BD+05  601,26462,111648,2301,4,11,20.3,+,5,31,23,5.72,F4V,0.032
1293,,BD-09  837,26464,131005,,4,10,47.7,-,8,49,11,5.7,gG9,
